Tavern on Main,,"4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites","4- 6pm
$9 cocktails; $7 wells; $6 drafts; $4 -10 bar bites",SPORTS WATCHIN'; OUTDOOR PATIO w/ TVs,N
,,,,,,,,,,
SILVERLAKE / LOS FELIZ / HIGHLAND PARK,,,,,,,,,,
Bacari Silverlake,,"5 - 7pm
$8 wine/sangria; $6 beers /
$2 off food","5 - 7pm
$8 wine/sangria; $6 beers /
$2 off food","5 - 7pm
$8 wine/sangria; $6 beers /
$2 off food","5 - 7pm
$8 wine/sangria; $6 beers /
$2 off food","4 - 7pm
$8 wine/sangria; $6 beers /
$2 off food",N/A,N/A,,
Barcade,,"4 - 6pm /
$1 off beer, wine, & well","4 - 6pm /
$1 off beer, wine, & well","4 - 6pm /
$1 off beer, wine, & well","4 - 6pm /
$1 off beer, wine, & well","4 - 6pm /
$1 off beer, wine, & well",N/A,N/A,ARCADE GAMES,
Bar Bandini,,"4 - 6pm
$8 Select Wine; $5 Select Beer; $12 Cheese Board","4 - 6pm
$8 Select Wine; $5 Select Beer; $12 Cheese Board","4 - 6pm
$8 Select Wine; $5 Select Beer; $12 Cheese Board","4 - 6pm
$8 Select Wine; $5 Select Beer; $12 Cheese Board","4 - 6pm
$8 Select Wine; $5 Select Beer; $12 Cheese Board",N/A,N/A,,
Bar Henry,,"5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers","5 - 7pm
$9 cocktails; $5 canned beers",LATE DJ / MUSIC,
Bigfoot Lodge,,"5 - 8pm /
 $6 cocktails & draft beer","5 - 8pm /
 $6 cocktails & draft beer","5 - 8pm /
 $6 cocktails & 
draft beer
Trivia 9pm","5 - 8pm /
 $6 cocktails & draft beer","5 - 8pm /
 $6 cocktails & draft beer","5 - 8pm /
 $6 cocktails & draft beer","5 - 8pm /
 $6 cocktails & draft beer",,
Cha Cha Lounge,,"5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR","5 - 9pm /
 $6 wells & 
$5 draft PBR",FOOSBALL TABLES; PHOTOBOOTH,
Club Tee Gee,,Open - 7pm,Open - 7pm,Open - 7pm,Open - 7pm,Open - 7pm,Open - 7pm,Open - 7pm,"COMEDY, EVENTS & MUSIC;
OUTDOOR PATIO",
Encanto,,"4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos","4 - 6pm /
 $10 cocktails & 
$10 tacos","4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos","4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos","4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos","4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos","4 - 6pm /
 $6 beer / 10 cocktails & 
$10 tacos",,
The Friend,,"7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer","7 - 9pm /
 $8 cocktails; $6 wine; $5 beer",DJ  ,
The Greyhound,,"3 - 6:30pm + ""Blue Hour"" during all Dodgers games /
 $8 wells; $6 beers; $2 off cocktails + Select Foods","3 - 6:30pm + ""Blue Hour"" during all Dodgers games /
 $8 wells; $6 beers; $2 off cocktails + Select Foods","3 - 6:30pm + ""Blue Hour"" during all Dodgers games /
 $8 wells; $6 beers; $2 off cocktails + Select Foods","3 - 6:30pm + ""Blue Hour"" during all Dodgers games /
 $8 wells; $6 beers; $2 off cocktails + Select Foods","3 - 6:30pm + ""Blue Hour"" during all Dodgers games /
 $8 wells; $6 beers; $2 off cocktails + Select Foods","""Blue Hour"" during all Dodgers games","""Blue Hour"" during all Dodgers games",SPORTS WATCHIN',
La Cuevita,,"3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails","3 - 8pm
$7 cocktails",JAZZ ON SUNDAYS,
Link N Hops,,"3 - 7pm
$2 off all draft beers","3 - 7pm
$2 off all draft beers","3 - 7pm
$2 off all draft beers","3 - 7pm
$2 off all draft beers",N/A,N/A,N/A,,
High Low,,"4 - 7pm /
 $9 cocktails & 
$7 beer","4 - 7pm /
 $9 cocktails & 
$7 beer","4 - 7pm /
 $9 cocktails & 
$7 beer","4 - 7pm /
 $9 cocktails & 
$7 beer","4 - 7pm /
 $9 cocktails & 
$7 beer","1 - 5pm /
 $9 cocktails & 
$7 beer","1 - 5pm /
 $9 cocktails & 
$7 beer",BILLIARDS; SPORTS WATCHIN; DJ & CONCERT EVENTS,
Hi Tops LF,,"3 - 7pm
$6 beer / wine / wells / bubbly","3 - 7pm
$6 beer / wine / wells / bubbly","3 - 7pm
$6 beer / wine / wells / bubbly","3 - 7pm
$6 beer / wine / wells / bubbly","3 - 7pm
$6 beer / wine / wells / bubbly",N/A,N/A,SPORTS WATCHIN',
HOME,,"3 - 7pm
$9 beer, wine & cocktails / $9 food apps","3 - 7pm
$9 beer, wine & cocktails / $9 food apps","ALL DAY
$9 beer, wine & cocktails / $9 food apps","3 - 7pm
$9 beer, wine & cocktails / $9 food apps","3 - 7pm
$9 beer, wine & cocktails / $9 food apps",N/A,"5pm - Close
$9 beer, wine & cocktails / $9 food apps",,
Justine's Wine Bar,,N/A,"5 - 7pm
$12 cocktails / $5 select beer / food","ALL NIGHT
$12 cocktails / $5 select beer / food","5 - 7pm
$12 cocktails / $5 select beer / food","5 - 7pm
$12 cocktails / $5 select beer / food","5 - 7pm
$12 cocktails / $5 select beer / food","5 - 7pm
$12 cocktails / $5 select beer / food",,
Kombu Sushi,,"3 - 6pm
$5 beer & sake / $10 wine & cocktails / $7 hand rolls","3 - 6pm
$5 beer & sake / $10 wine & cocktails / $7 hand rolls","3 - 6pm
$5 beer & sake / $10 wine & cocktails / $7 hand rolls","3 - 6pm
$5 beer & sake / $10 wine & cocktails / $7 hand rolls","3 - 6pm
$5 beer & sake / $10 wine & cocktails / $7 hand rolls",,,,
Mess Hall,,"3 - 6pm
$6 beer & sake / $10 cocktails / $7 select food","3 - 6pm
$6 beer & sake / $10 cocktails / $7 select food","3 - 6pm
$6 beer & sake / $10 cocktails / $7 select food","3 - 6pm
$6 beer & sake / $10 cocktails / $7 select food","3 - 6pm
$6 beer & sake / $10 cocktails / $7 select food",N/A,N/A,,
Morrison,,"12 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer","12 - 6pm  /
50% off Tequila Tues","12 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer","12 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer","12 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer","12 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer","2 - 6pm / 
$9 HH food
 $9 cocktails & 
$6 beer",SPORTS WATCHIN',
Red Lion Tavern,,"12 - 6pm / 
$6 - 7 draft / wine
$6 well liquor","12 - 6pm / 
$6 - 7 draft beer
$6 well liquor","12 - 6pm / 
$6 - 7 draft beer
$6 well liquor","12 - 6pm / 
$6 - 7 draft beer
$6 well liquor","12 - 6pm / 
$6 - 7 draft / wine
$6 well liquor",,,SPORTS WATCHIN',
Thirsty Crow,,5 - 8pm,5 - 8pm,5 - 8pm,5 - 8pm,5 - 8pm,2 - 8pm,5 - 8pm,DJ & CONCERT EVENTS,
Verdugo Bar,,"6 - 8pm /
 $2 off 
selected drafts /
$4 wells","6 - 8pm /
 $2 off 
selected drafts /
$4 wells","6 - 8pm /
 $2 off 
selected drafts /
$4 wells","6 - 8pm /
 $2 off 
selected drafts /
$4 wells","6 - 8pm /
 $2 off 
selected drafts /
$4 wells",,,SPORTS WATCHIN',
33 Taps,,"3 - 7pm
$5 33T beers / $7 wells / $8 cocktails / $9 food apps","3 - 7pm
$5 33T beers / $7 wells / $8 cocktails / $9 food apps / TACO TUES all day $8 margs + $9 three tacos","3 - 7pm
$5 33T beers / $7 wells / $8 cocktails / $9 food apps","3 - 7pm
$5 33T beers / $7 wells / $8 cocktails / $9 food apps","3 - 7pm
$5 33T beers / $7 wells / $8 cocktails / $9 food apps","9:30pm - close
$5 33T beers / $7 wells / $8 cocktails / $9 food apps","9:30pm - close
$5 33T beers / $7 wells / $8 cocktails / $9 food apps",SPORTS WATCHIN',
,,,,,,,,,,
NOHO / BURBANK / THE VALLEY,,,,,,,,,,
Aikan Sushi,,"2 - 5pm
$2 beers / $2 sushi","2 - 5pm
$2 beers / $2 sushi","2 - 5pm
$2 beers / $2 sushi","2 - 5pm
$2 beers / $2 sushi",,,,,
Broken Compass,,"2 - 5pm
$9 sliders & apps","2 - 5pm
$9 sliders & apps","2 - 5pm
$9 sliders & apps","2 - 5pm
$9 sliders & apps","2 - 5pm
$9 sliders & apps",,,,
Finney's,,"2 - 5pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 5pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 5pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 5pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 5pm
$6 beers / $7 wine & wells;
various $6 apps",,,,
General Admission,,"4 - 7pm
$6 HUGE draft selection beers / $9 sliders & apps","4 - 7pm
$6 HUGE draft selection beers / $9 sliders & apps","ALL DAY&NIGHT!
$6 HUGE draft selection beers / $9 sliders & apps / Trivia","4 - 7pm
$6 HUGE draft selection beers / $9 sliders & apps","4 - 7pm
$6 HUGE draft selection beers / $9 sliders & apps",,,,N
El Tejano,,"3 - 7pm / 9p- 12a
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 9p- 12a
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 9p- 12a
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 9p- 12a
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 
$10 cocktails; 
$5 select beers & bites","3 - 7pm / 9p- 12a
$10 cocktails; 
$5 select beers & bites",,
Idle Hour,,"3 - 6pm / 
$7 cocktails; 
$6 bites","3 - 6pm / 
Trivia / 
$7 cocktails; 
$6 bites","3 - 6pm / 
$7 cocktails; 
$6 bites","3 - 6pm / 
$7 cocktails; 
$6 bites","3 - 6pm / 
$7 cocktails; 
$6 bites","1 - 6pm / 
$7 cocktails; 
$6 bites","3 - 6pm / 
$7 cocktails; 
$6 bites",,
Islands,,"3 - 6:30pm / 
$7 cocktails; 
$6 bites","3 - 6:30pm / 
$7 cocktails; 
$6 bites","3 - 6:30pm / 
$7 cocktails; 
$6 bites","3 - 6:30pm / 
$7 cocktails; 
$6 bites","3 - 6:30pm / 
$7 cocktails; 
$6 bites",,,SPORTS WATCHIN',
Tiki No,,10pm - 12am ,10pm - 12am ,10pm - 12am ,10pm - 12am ,6 - 8pm ,6 - 8pm ,10pm - 12am ,,
Over / Under,,"2 - 6pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 6pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 6pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 6pm
$6 beers / $7 wine & wells;
various $6 apps","2 - 6pm
$6 beers / $7 wine & wells;
various $6 apps",,,,
,,,,,,,,,,
GLENDALE / PASADENA / EAGLE ROCK,,,,,,,,,,
Anayas,,"4 - 6pm / 
$10 margaritas / mojitos; $24 Draft Pitchers; 
appetizer deals","4 - 6pm / 
$10 margaritas / mojitos; $24 Draft Pitchers; 
appetizer deals","4 - 6pm / 
$10 margaritas / mojitos; $24 Draft Pitchers; 
appetizer deals","4 - 6pm / 
$10 margaritas / mojitos; $24 Draft Pitchers; 
appetizer deals","4 - 6pm / 
$10 margaritas / mojitos; $24 Draft Pitchers; 
appetizer deals",N/A,N/A,,
Blind Donkey,,"5 - 7pm / 
$2 off Well Drinks; $1 off select draft & wine ","5 - 7pm / 
$2 off Well Drinks; $1 off select draft & wine ","5 - 7pm / 
$2 off Well Drinks; $1 off select draft & wine ","5 - 7pm / 
$2 off Well Drinks; $1 off select draft & wine ","5 - 7pm / 
$2 off Well Drinks; $1 off select draft & wine ","1 - 4pm / 
$2 off Well Drinks; $1 off select draft & wine ","1 - 4pm / 
$2 off Well Drinks; $1 off select draft & wine ",SPORTS WATCHIN',
Cervercería Del Pueblo,,N/A,"4 - 6pm / 
$5 Pints","4 - 6pm / 
$5 Pints","4 - 6pm / 
$5 Pints","4 - 6pm / 
$5 Pints",N/A,N/A,,
California Pizza Kitchen,,"3 - 5pm / 
Pizza & Beer $6; 1/2 off all Drinks + Starters","3 - 5pm / 
Pizza & Beer $6; 1/2 off all Drinks + Starters","3 - 5pm / 
Pizza & Beer $6; 1/2 off all Drinks + Starters","3 - 5pm / 
Pizza & Beer $6; 1/2 off all Drinks + Starters","3 - 5pm / 
Pizza & Beer $6; 1/2 off all Drinks + Starters",N/A,N/A,,
Craft by Smoke and Fire,,"2 - 6pm; 9 - 10pm / Buy One Get One - All Cocktails, Beer & Wine","2 - 6pm; 9 - 10pm / Buy One Get One - All Cocktails, Beer & Wine","2 - 6pm; 9 - 10pm / Buy One Get One - All Cocktails, Beer & Wine","2 - 6pm; 9 - 10pm / Buy One Get One - All Cocktails, Beer & Wine","2 - 6pm; 9p - 12am / Buy One Get One - All Cocktails, Beer & Wine","9p - 12am / 
Buy One Get One - All Cocktails, Beer & Wine","9 - 10pm / 
Buy One Get One - All Cocktails, Beer & Wine",,
Damon's,,"3 - 6pm / 
$9-10 Mai Tai; Chi Chi; Rum Dole Whip","3 - 6pm / 
$9-10 Mai Tai; Chi Chi; Rum Dole Whip","3 - 6pm / 
$9-10 Mai Tai; Chi Chi; Rum Dole Whip","3 - 6pm / 
$9-10 Mai Tai; Chi Chi; Rum Dole Whip","3 - 6pm / 
$9-10 Mai Tai; Chi Chi; Rum Dole Whip",,,,
Der Wolf,,"5 - 7pm; 
$5 well drinks; $2 off cocktails, wine and draft beer; select appetizers","5 - 7pm; 
$5 well drinks; $2 off cocktails, wine and draft beer; select appetizers","5 - 7pm; 
$5 well drinks; $2 off cocktails, wine and draft beer; select appetizers","5 - 7pm; 
$5 well drinks; $2 off cocktails, wine and draft beer; select appetizers","2 - 7pm; 
$5 well drinks; $2 off cocktails, wine and draft beer; select appetizers",N/A,N/A,,
Edwin Mills by Equator,,"4pm - Close; 
Half Price All Appetizers & Alcohol","4pm - Close; 
$3 Martinis, Mixed Drinks, Bottled & Can Beers","4pm - Close; 
Half Price All Wine, Bubbly & Sake","4pm - Close; 
$3 Martinis, Mixed Drinks, Bottled & Can Beers","4 - 7pm; 
$3 Martinis, Mixed Drinks, Bottled & Can Beers","11 - 4pm; 
$18 Bottomless Mimosas w/ Brunch","11 - 4pm; 
$18 Bottomless Mimosas w/ Brunch",LIVE MUSIC,
The Fable,,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,5 - 7pm / $2 off beer; $3 off wine; $7 wells; $9 cocktails,,
Glendale Tap,,N/A,"6 - 9pm / 
$1 off all draft",N/A,N/A,N/A,"1 - 4pm / 
$1 off all draft ","1 - 4pm / 
$1 off all draft ","POOL TABLE; 
OUTDOOR PATIO w/ TV for SPORTS WATCHIN'",
Kings Row,,"3 - 6pm / 
$7 High Balls / $7 House Wine; $9 Burgers / Nachos ","3 - 6pm / 
$7 High Balls / $7 House Wine; $9 Burgers / Nachos ","3 - 6pm / 
$7 High Balls / $7 House Wine; $9 Burgers / Nachos ","3 - 6pm / 
$7 High Balls / $7 House Wine; $9 Burgers / Nachos ","3 - 6pm / 
$7 High Balls / $7 House Wine; $9 Burgers / Nachos ",N/A,N/A,SPORTS WATCHIN'; Pinball; Outdoor Patio,
Lucky Baldwins,,"4 - 6pm / 
$9 Wings; Select Draft Beer","4 - 6pm / 
$9 Wings; Select Draft Beer","4 - 6pm / 
$9 Wings; Select Draft Beer","4 - 6pm / 
$9 Wings; Select Draft Beer",N/A,N/A,N/A,SPORTS WATCHIN'; Outdoor Patio,
Kabuki,,"3 - 6pm / 
8:30pm - Close
$4 sushi/rolls; 
$2 hot sake + Sapporo","3 - 6pm / 
8:30pm - Close
$4 sushi/rolls; 
$2 hot sake + Sapporo","3 - 6pm / 
8:30pm - Close
$4 sushi/rolls; 
$2 hot sake + Sapporo","3 - 6pm / 
8:30pm - Close
$4 sushi/rolls; 
$2 hot sake + Sapporo","3 - 6pm / 
$4 sushi/rolls; 
$2 hot sake + Sapporo","2 - 5pm / 
$4 sushi/rolls; $2 hot sake + Sapporo","2 - 5pm; 
8pm - Close /
$4 sushi/rolls; 
$2 hot sake + Sapporo",,
Paperback Brewing,,"4 - 6pm / 
$2 off Draft Beer","4 - 6pm / 
$2 off Draft Beer /
Trivia","4 - 6pm / 
$2 off Draft Beer","4 - 6pm / 
$2 off Draft Beer","4 - 6pm / 
$2 off Draft Beer",N/A,N/A,SHUFFLE BOARD; SPORTS WATCHIN',
Rocco's Tavern,,"12 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","12 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","12 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","12 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","12 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","3 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ","3 - 7pm / 
10pm - close 
2 for 1 drinks; after 10pm half off pizza & wings ",SPORTS WATCHIN',Y
Taco/Social,,"3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine","3 - 6pm / 
$2 off margs / craft cocktails / draft beers / wine",SPORTS WATCHIN';  OUTDOOR PATIO,
Yard House,,"3 - 6pm; 10pm - close 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm; 10pm - close 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm; 10pm - close 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm / 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm / 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm / 
$2 off beer / wine / cocktails; 
Half Off select apps","3 - 6pm; 10pm - close 
$2 off beer / wine / cocktails; 
Half Off select apps",SPORTS WATCHIN',
,,,,,,,,,,
MANHATTAN / HERMOSA / REDONDO / HAWTHORNE,,,,,,,,,,
Bacari PDR,,"5 - 6pm / 
$2 off cocktails / $2 off select apps","5 - 6pm / 
$2 off cocktails / $2 off select apps","5 - 6pm / 
$2 off cocktails / $2 off select apps","5 - 6pm / 
$2 off cocktails / $2 off select apps","5 - 6pm / 
$2 off cocktails / $2 off select apps",,,,
Baja Sharkeez,,"3 - 7pm / 
2-for-1 draft beers & wells / select apps","3 - 7pm / 
2-for-1 draft beers & wells / select apps","3 - 7pm / 
2-for-1 draft beers & wells / select apps","3 - 7pm / 
2-for-1 draft beers & wells / select apps","3 - 7pm / 
2-for-1 draft beers & wells / select apps",,,SPORTS WATCHIN',
El Segundo Brewing Company,,,,,,,,,SPORTS WATCHIN';  OUTDOOR PATIO,
Ercole's MB,,"10:0am - 6pm / 
beers & wells","10:0am - 6pm / 
beers & wells","10:0am - 6pm / 
beers & wells","10:0am - 6pm / 
beers & wells","10:0am - 6pm / 
beers & wells",,,BILLIARDS; SPORTS WATCHIN',
Pitcher House Upper Deck,,"3 - 7pm / 
$7 drinks and food","3 - 7pm / 
$7 drinks and food","3 - 7pm / 
$7 drinks and food","3 - 7pm / 
$7 drinks and food","3 - 7pm / 
$7 drinks and food",,,,
Shellback Tavern,,"11:30am - 7pm / 
beers & wells","11:30am - 7pm / 
beers & wells","11:30am - 7pm / 
beers & wells","11:30am - 7pm / 
beers & wells","11:30am - 7pm / 
beers & wells",,,,
Standard Station,,"3 - 6pm / 
$7 drinks and food","3 - 6pm  / $7 drinks and food
TT $3 tacos and $20 marg pitchers","3 - 6pm / 
$7 drinks and food","3 - 6pm / 
$7 drinks and food","3 - 6pm / 
$7 drinks and food",,,SPORTS WATCHIN',
Tower 12,,"3 - 6:30pm / 
2-for-1 draft beers & wells / select apps","3 - 6:30pm / 
2-for-1 draft beers & wells / select apps","3 - 6:30pm / 
2-for-1 draft beers & wells / select apps","3 - 6:30pm / 
2-for-1 draft beers & wells / select apps","3 - 6:30pm / 
2-for-1 draft beers & wells / select apps",,,SPORTS WATCHIN';  OUTDOOR PATIO,
